fecha,gps,longitud,latitud,cuenca,region,codigo_region,codigo_distrito,poblacion,organizacion,permiso,ano_construcion,tipo_extracion,grupo_tipo_extracion,grupo_gestion,pago,calidad_agua,calida_grupo,cantidad,fuente,tipo_PuntoAgua
2011-02-24,-38,39.8,-7.736832,'Rufiji                 ','Pwani        ',6,6,150,'VWC             ',N,1997.097914,'afridev      ','afridev        ',user-group,'never pay            ','coloured       ',colored,insufficient,'machine dbh         ','hand pump                  '
2011-02-24,21,38.8,-6.585532,'Wami / Ruvu            ','Pwani        ',6,1,15,'Private operator',Y,1988,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-24,2254,34.1,-9.337798,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,2165,34.6,-9.598543,'Lake Nyasa             ','Iringa       ',11,4,35,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,-30,39.9,-7.676774,'Rufiji                 ','Pwani        ',6,6,395,'VWC             ',N,1997.097914,'india mark ii','india mark ii  ',user-group,'never pay            ','salty          ','salty  ','enough      ','machine dbh         ','hand pump                  '
2011-02-24,1395,35.1,-9.079845,'Rufiji                 ','Iringa       ',11,4,250,'Water Board     ',N,2008,'gravity      ','gravity        ',user-group,'pay when scheme fails','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-24,343,37.9,-6.854024,'Wami / Ruvu            ','Morogoro     ',5,2,1,'VWC             ',Y,2009,'nira/tanira  ','nira/tanira    ',user-group,'never pay            ','soft           ','good   ','dry         ','shallow well        ','hand pump                  '
2011-02-24,17,38.9,-6.57966,'Wami / Ruvu            ','Pwani        ',6,1,10,'Private operator',Y,2005,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-24,2221,34.1,-9.343415,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,2150,34.6,-9.58739,'Lake Nyasa             ','Iringa       ',11,4,10,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,32,38.9,-6.582912,'Wami / Ruvu            ','Pwani        ',6,1,11,'VWC             ',N,2008,'nira/tanira  ','nira/tanira    ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-24,2143,34.6,-9.583964,'Lake Nyasa             ','Iringa       ',11,4,600,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,1698,35.3,-8.195184,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'swn 80       ','swn 80         ',user-group,'pay annually         ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-24,2175,34.6,-9.59154,'Lake Nyasa             ','Iringa       ',11,4,150,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-24,1392,35.1,-9.080861,'Rufiji                 ','Iringa       ',11,4,50,'VWC             ',N,2008,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-24,31,38.8,-6.583465,'Wami / Ruvu            ','Pwani        ',6,1,15,'Parastatal      ',Y,2010,'mono         ','mono           ',parastatal,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-24,34,38.9,-6.582841,'Wami / Ruvu            ','Pwani        ',6,1,20,'VWC             ',Y,1988,'mono         ','mono           ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,28,38.8,-6.583122,'Wami / Ruvu            ','Pwani        ',6,1,2,'Company         ',Y,2011,'mono         ','mono           ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,3,38.8,-6.539953,'Wami / Ruvu            ','Pwani        ',6,1,5,'Company         ',Y,2008,'mono         ','mono           ',commercial,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,117,38.9,-6.822808,'Wami / Ruvu            ','Pwani        ',6,2,4,'Parastatal      ',Y,2010,'mono         ','mono           ',parastatal,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,122,38.9,-6.782175,'Wami / Ruvu            ','Pwani        ',6,2,8,'Private operator',Y,1990,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,1719,35.4,-7.956556,'Rufiji                 ','Iringa       ',11,1,800,'VWC             ',Y,1983,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,432,37.8,-6.952505,'Wami / Ruvu            ','Morogoro     ',5,2,50,'VWC             ',Y,1994,'swn 80       ','swn 80         ',user-group,'pay per bucket       ','salty          ','salty  ',insufficient,'shallow well        ','hand pump                  '
2011-02-25,1929,34.2,-9.390744,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1994,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,2080,34.2,-9.350452,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1683,35.3,-8.078943,'Rufiji                 ','Iringa       ',11,1,595,'VWC             ',Y,1996,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,412,37.8,-6.962283,'Wami / Ruvu            ','Morogoro     ',5,2,350,'VWC             ',Y,1994,'swn 80       ','swn 80         ',user-group,'never pay            ','salty          ','salty  ','enough      ','shallow well        ','hand pump                  '
2011-02-25,376,37.4,-6.306523,'Wami / Ruvu            ','Morogoro     ',5,6,1,'Private operator',Y,2009,'submersible  ','submersible    ',commercial,'pay per bucket       ','salty          ','salty  ','enough      ','machine dbh         ','communal standpipe         '
2011-02-25,2101,34.2,-9.334579,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,130,38.9,-6.822705,'Wami / Ruvu            ','Pwani        ',6,2,6,'Parastatal      ',Y,2010,'gravity      ','gravity        ',parastatal,'never pay            ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,357,37.8,-6.982111,'Wami / Ruvu            ','Morogoro     ',5,2,900,'VWC             ',Y,1982,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-25,1697,34.5,-9.851819,'Lake Nyasa             ','Iringa       ',11,5,100,'VWC             ',N,1995,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,16,38.9,-6.584274,'Wami / Ruvu            ','Pwani        ',6,1,48,'Company         ',Y,2006,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1874,35.9,-8.271046,'Rufiji                 ','Iringa       ',11,7,30,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1707,35.4,-7.962521,'Rufiji                 ','Iringa       ',11,1,560,'VWC             ',Y,1983,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1486,35,-8.249111,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-02-25,1,38.8,-6.548931,'Wami / Ruvu            ','Pwani        ',6,1,100,'Company         ',Y,1988,'mono         ','mono           ',user-group,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1685,34.5,-9.851734,'Lake Nyasa             ','Iringa       ',11,5,112,'VWC             ',N,1995,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,28,38.9,-6.583745,'Wami / Ruvu            ','Pwani        ',6,1,10,'Company         ',Y,2005,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1902,35.9,-8.26981,'Rufiji                 ','Iringa       ',11,7,35,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1673,35.2,-8.114369,'Rufiji                 ','Iringa       ',11,1,769,'VWC             ',Y,2004,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,385,37.4,-6.3083,'Wami / Ruvu            ','Morogoro     ',5,6,1,'Private operator',Y,2009,'other        ','other          ',commercial,'never pay            ','unknown        ',unknown,'dry         ','other               ','other                      '
2011-02-25,1841,35.9,-8.260704,'Rufiji                 ','Iringa       ',11,7,50,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,115,38.9,-6.822843,'Wami / Ruvu            ','Pwani        ',6,2,6,'Parastatal      ',Y,2010,'mono         ','mono           ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,382,37.8,-6.95192,'Wami / Ruvu            ','Morogoro     ',5,2,120,'VWC             ',Y,1998,'gravity      ','gravity        ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,24,38.8,-6.586117,'Wami / Ruvu            ','Pwani        ',6,1,20,'Company         ',Y,1988,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,2086,34.2,-9.329476,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1761,35.4,-7.978133,'Rufiji                 ','Iringa       ',11,1,420,'VWC             ',Y,2004,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,23,38.9,-6.585057,'Wami / Ruvu            ','Pwani        ',6,1,10,'Company         ',Y,2010,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1978,34.2,-9.397016,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1994,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1666,35.3,-8.111534,'Rufiji                 ','Iringa       ',11,1,769,'VWC             ',Y,2004,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,331,37.8,-6.948443,'Wami / Ruvu            ','Morogoro     ',5,2,230,'VWC             ',Y,1998,'gravity      ','gravity        ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,120,38.9,-6.781712,'Wami / Ruvu            ','Pwani        ',6,2,150,'Private operator',Y,2010,'mono         ','mono           ',commercial,'pay per bucket       ','milky          ','milky  ',insufficient,'river               ','communal standpipe         '
2011-02-25,6,38.8,-6.540952,'Wami / Ruvu            ','Pwani        ',6,1,15,'Company         ',Y,2009,'mono         ','mono           ',commercial,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1479,35,-8.24831,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-02-25,68,38.9,-6.759838,'Wami / Ruvu            ','Pwani        ',6,2,2,'Private operator',Y,2008,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,97,38.9,-6.777799,'Wami / Ruvu            ','Pwani        ',6,2,150,'VWC             ',Y,1986,'mono         ','mono           ',user-group,'pay per bucket       ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,2094,34.2,-9.336141,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1735,35.4,-7.974259,'Rufiji                 ','Iringa       ',11,1,280,'VWC             ',Y,1983,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,91,38.9,-6.764401,'Wami / Ruvu            ','Pwani        ',6,2,6,'Parastatal      ',Y,2010,'gravity      ','gravity        ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,-3,38.8,-6.545997,'Wami / Ruvu            ','Pwani        ',6,1,5,'Company         ',Y,2000,'mono         ','mono           ',commercial,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1491,35,-8.248894,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','dry         ','river               ','communal standpipe         '
2011-02-25,387,37.5,-6.30503,'Wami / Ruvu            ','Morogoro     ',5,6,1,'Private operator',Y,2009,'nira/tanira  ','nira/tanira    ',commercial,'never pay            ','salty          ','salty  ','enough      ','shallow well        ','hand pump                  '
2011-02-25,1817,35.9,-8.264259,'Rufiji                 ','Iringa       ',11,7,610,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,31,38.8,-6.589273,'Wami / Ruvu            ','Pwani        ',6,1,20,'Company         ',Y,1988,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,338,37.8,-6.971432,'Wami / Ruvu            ','Morogoro     ',5,2,900,'VWC             ',Y,1982,'swn 80       ','swn 80         ',user-group,'never pay            ','unknown        ',unknown,'dry         ','shallow well        ','hand pump                  '
2011-02-25,1761,35.4,-7.977228,'Rufiji                 ','Iringa       ',11,1,420,'VWC             ',Y,2004,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,2078,34.2,-9.336493,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1967,34.2,-9.388818,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1994,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,1500,35,-8.242162,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-25,-8,38.8,-6.544759,'Wami / Ruvu            ','Pwani        ',6,1,50,'Company         ',Y,2011,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-25,1703,34.5,-9.847462,'Lake Nyasa             ','Iringa       ',11,5,1,'VWC             ',N,1995,'gravity      ','gravity        ',user-group,'pay annually         ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-25,384,37.4,-6.3043,'Wami / Ruvu            ','Morogoro     ',5,6,1,'Private operator',Y,2009,'submersible  ','submersible    ',commercial,'never pay            ','salty          ','salty  ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-25,116,38.9,-6.823183,'Wami / Ruvu            ','Pwani        ',6,2,4,'Parastatal      ',Y,2010,'mono         ','mono           ',parastatal,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,1989,34.2,-9.380275,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,110,38.9,-6.783285,'Wami / Ruvu            ','Pwani        ',6,2,100,'Parastatal      ',Y,1986,'mono         ','mono           ',user-group,'pay per bucket       ','soft           ','good   ','dry         ','river               ','other                      '
2011-02-26,1964,34.2,-9.390475,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,4,38.8,-6.547895,'Wami / Ruvu            ','Pwani        ',6,1,35,'Company         ',Y,2001,'mono         ','mono           ',commercial,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-26,2179,34.6,-9.621738,'Lake Nyasa             ','Iringa       ',11,4,20,'VWC             ',N,2003,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,1963,34.2,-9.368292,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ',insufficient,'spring              ','communal standpipe         '
2011-02-26,122,38.9,-6.786497,'Wami / Ruvu            ','Pwani        ',6,2,10,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,583,37.3,-6.198309,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'nira/tanira  ','nira/tanira    ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-26,2268,34.6,-9.559292,'Lake Nyasa             ','Iringa       ',11,4,20,'VWC             ',Y,2009,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,1679,35.3,-8.056757,'Rufiji                 ','Iringa       ',11,1,350,'VWC             ',Y,1988,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,113,38.9,-6.783897,'Wami / Ruvu            ','Pwani        ',6,2,26,'Parastatal      ',Y,2010,'mono         ','mono           ',user-group,'pay monthly          ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-26,-9,38.9,-6.524033,'Wami / Ruvu            ','Pwani        ',6,1,10,'Company         ',Y,2008,'mono         ','mono           ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-26,115,38.9,-6.782451,'Wami / Ruvu            ','Pwani        ',6,2,50,'Parastatal      ',Y,1992,'mono         ','mono           ',parastatal,'pay per bucket       ','soft           ','good   ',insufficient,'river               ','hand pump                  '
2011-02-26,112,38.9,-6.7834,'Wami / Ruvu            ','Pwani        ',6,2,5,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,596,37.3,-6.174803,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'other        ','other          ',user-group,'never pay            ','salty          ','salty  ','enough      ','shallow well        ','other                      '
2011-02-26,333,37.8,-6.947292,'Wami / Ruvu            ','Morogoro     ',5,2,200,'VWC             ',Y,2008,'nira/tanira  ','nira/tanira    ',user-group,'pay per bucket       ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
2011-02-26,109,38.9,-6.786595,'Wami / Ruvu            ','Pwani        ',6,2,200,'Parastatal      ',Y,2010,'mono         ','mono           ',parastatal,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,110,38.9,-6.783591,'Wami / Ruvu            ','Pwani        ',6,2,20,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,-14,38.9,-6.523282,'Wami / Ruvu            ','Pwani        ',6,1,80,'Private operator',Y,2010,'other        ','other          ',commercial,'pay per bucket       ','soft           ','good   ','enough      ','machine dbh         ','other                      '
2011-02-26,418,37.4,-6.318015,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'swn 80       ','swn 80         ',user-group,'pay annually         ','salty          ','salty  ',insufficient,'shallow well        ','hand pump                  '
2011-02-26,1940,34.2,-9.376843,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,-16,38.9,-6.521565,'Wami / Ruvu            ','Pwani        ',6,1,100,'VWC             ',N,2008,'nira/tanira  ','nira/tanira    ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','other                      '
2011-02-26,419,37.4,-6.317764,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'swn 80       ','swn 80         ',user-group,'never pay            ','unknown        ',unknown,'dry         ','shallow well        ','hand pump                  '
2011-02-26,2006,34.2,-9.355565,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,473,37.8,-6.897715,'Wami / Ruvu            ','Morogoro     ',5,2,150,'VWC             ',Y,1994,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','seasonal    ','shallow well        ','hand pump                  '
2011-02-26,361,37.5,-6.264394,'Wami / Ruvu            ','Morogoro     ',5,6,130,'VWC             ',Y,2005,'gravity      ','gravity        ',user-group,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,412,37.8,-6.929491,'Wami / Ruvu            ','Morogoro     ',5,2,400,'VWC             ',Y,1994,'swn 80       ','swn 80         ',user-group,'pay when scheme fails','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-26,96,39,-7.158364,'Wami / Ruvu            ','Pwani        ',6,3,230,'Trust           ',N,2010,'gravity      ','gravity        ',commercial,'never pay            ','soft           ','good   ','unknown     ','rainwater harvesting','communal standpipe         '
2011-02-26,2162,34.7,-9.640538,'Lake Nyasa             ','Iringa       ',11,4,30,'VWC             ',N,2003,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,1566,35.1,-8.220272,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ',insufficient,'shallow well        ','hand pump                  '
2011-02-26,2196,34.6,-9.540495,'Lake Nyasa             ','Iringa       ',11,4,15,'VWC             ',Y,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ',insufficient,'spring              ','communal standpipe         '
2011-02-26,105,38.9,-6.782933,'Wami / Ruvu            ','Pwani        ',6,2,10,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,1705,35.4,-7.904129,'Rufiji                 ','Iringa       ',11,1,135,'VWC             ',Y,2004,'swn 80       ','swn 80         ',user-group,'pay annually         ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,2279,34.6,-9.548511,'Lake Nyasa             ','Iringa       ',11,4,300,'VWC             ',N,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ',insufficient,'spring              ','communal standpipe         '
2011-02-26,1957,34.2,-9.379442,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,1984,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,417,37.4,-6.318006,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'swn 80       ','swn 80         ',user-group,'pay annually         ','salty          ','salty  ',insufficient,'shallow well        ','hand pump                  '
2011-02-26,2,38.9,-6.548247,'Wami / Ruvu            ','Pwani        ',6,1,150,'VWC             ',N,2008,'other        ','other          ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','other                      '
2011-02-26,1767,35.3,-7.933681,'Rufiji                 ','Iringa       ',11,1,210,'VWC             ',Y,2008,'swn 80       ','swn 80         ',user-group,'pay annually         ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,469,37.1,-6.811775,'Wami / Ruvu            ','Morogoro     ',5,1,150,'VWC             ',Y,1981,'submersible  ','submersible    ',user-group,'never pay            ','soft           ','good   ',insufficient,'machine dbh         ','communal standpipe         '
2011-02-26,110,38.9,-6.781584,'Wami / Ruvu            ','Pwani        ',6,2,15,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,446,37.4,-6.316424,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1996,'other        ','other          ',user-group,'never pay            ','unknown        ',unknown,'dry         ','shallow well        ','other                      '
2011-02-26,515,37,-6.761835,'Wami / Ruvu            ','Morogoro     ',5,1,520,'Water Board     ',Y,1994,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-26,-10,38.8,-6.538516,'Wami / Ruvu            ','Pwani        ',6,1,100,'VWC             ',Y,1988,'mono         ','mono           ',user-group,'never pay            ','soft           ','good   ','enough      ','river               ','communal standpipe         '
2011-02-26,95,39,-7.159982,'Wami / Ruvu            ','Pwani        ',6,3,300,'VWC             ',N,2004,'india mark ii','india mark iii ',user-group,'pay per bucket       ','salty          ','salty  ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,123,39,-7.045476,'Wami / Ruvu            ','Pwani        ',6,3,200,'VWC             ',N,2006,'india mark ii','india mark ii  ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,99,38.9,-6.784207,'Wami / Ruvu            ','Pwani        ',6,2,10,'Parastatal      ',Y,2010,'mono         ','mono           ',commercial,'pay monthly          ','soft           ','good   ',insufficient,'river               ','communal standpipe         '
2011-02-26,2187,34.6,-9.549069,'Lake Nyasa             ','Iringa       ',11,4,16,'VWC             ',Y,2008,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ','enough      ','spring              ','communal standpipe         '
2011-02-26,1928,34.2,-9.368763,'Lake Nyasa             ','Iringa       ',11,3,0,'VWC             ',N,2000,'gravity      ','gravity        ',user-group,'never pay            ','soft           ','good   ',insufficient,'spring              ','communal standpipe         '
2011-02-26,379,37.5,-6.303436,'Wami / Ruvu            ','Morogoro     ',5,6,1,'VWC             ',Y,1984,'other        ','other          ',user-group,'never pay            ','salty          ','salty  ',insufficient,'shallow well        ','other                      '
2011-02-26,1680,35.3,-8.058695,'Rufiji                 ','Iringa       ',11,1,490,'VWC             ',Y,1988,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','machine dbh         ','hand pump                  '
2011-02-26,1531,35,-8.174865,'Rufiji                 ','Iringa       ',11,2,0,'VWC             ',Y,1997.097914,'swn 80       ','swn 80         ',user-group,'never pay            ','soft           ','good   ','enough      ','shallow well        ','hand pump                  '
